lng,lat
-74.000000,-14.000000
-77.040271,-12.032376
0.000000,0.000000
-77.040271,-12.032376
0.000000,0.000000
-77.029874,-12.039940
-79.848474,-6.779651
-77.035463,-12.020304
0.000000,0.000000
-70.936272,-17.193502
-70.916667,-16.833333
-70.938145,-17.193020
-70.923104,-17.177038
0.000000,0.000000
-70.845233,-17.077435
-70.933051,-17.195561
-70.916667,-16.833333
-70.943139,-17.189947
0.000000,0.000000
-70.931491,-17.193268
0.000000,0.000000
-70.937153,-17.195901
-70.936566,-17.195463
-70.916667,-16.833333
0.000000,0.000000
-71.981180,-13.523734
-72.942793,-11.731948
-71.850875,-13.421138
-71.850875,-13.421138
-71952.000000,-13.332100
-71.973076,-13.522243
-72.158384,-13.337263
-71.945732,-13.525455
-71.978605,-13.523257
-71.978605,-13.523257
-76.144773,-13.404987
0.000000,0.000000
-77.040305,-12.122587
-71.513551,-16.384957
0.000000,0.000000
-77.031824,-12.123328
-71.531213,-16.398419
-79.021290,-8.101070
0.000000,0.000000
0.000000,0.000000
-70.238031,-18.013170
